Datum; Uhrzeit; eCO2 (ppm); tVOC (ppb); Temperatur (°C); Luftdruck (hpPa); relative Luftfeuchte (%)
2025-09-15; 06:15:09; 403; 0; 26.19; 996.4651171875; 39.275390625
2025-09-15; 06:16:09; 403; 0; 26.21; 996.4248828125; 39.287109375
2025-09-15; 06:17:09; 400; 0; 26.22; 996.4690234375; 39.2197265625
2025-09-15; 06:18:09; 403; 0; 26.21; 996.3968359375; 39.2646484375
2025-09-15; 06:19:09; 403; 0; 26.21; 996.3408203125; 39.2646484375
2025-09-15; 06:20:09; 400; 0; 26.24; 996.360546875; 39.2451171875
2025-09-15; 06:21:09; 403; 0; 26.25; 996.4044140625; 39.22265625
2025-09-15; 06:22:09; 403; 0; 26.24; 996.3325390625; 39.2451171875
2025-09-15; 06:23:09; 408; 1; 26.24; 996.38859375; 39.2451171875
2025-09-15; 06:24:09; 408; 1; 26.22; 996.41296875; 39.265625
2025-09-15; 06:25:09; 408; 1; 26.22; 996.356953125; 39.265625
2025-09-15; 06:26:09; 408; 1; 26.21; 996.34875; 39.265625
2025-09-15; 06:27:09; 405; 0; 26.22; 996.3289453125; 39.265625
2025-09-15; 06:28:09; 405; 0; 26.23; 996.4087109375; 39.2666015625
2025-09-15; 06:29:09; 408; 1; 26.22; 996.3009375; 39.2880859375
2025-09-15; 06:30:09; 405; 0; 26.2; 996.276875; 39.3212890625
2025-09-15; 06:31:09; 408; 1; 26.24; 996.3325390625; 39.2568359375
2025-09-15; 06:32:09; 405; 0; 26.21; 996.2848046875; 39.2763671875
2025-09-15; 06:33:09; 405; 0; 26.22; 996.336875; 39.2548828125
2025-09-15; 06:34:09; 405; 0; 26.22; 996.3648828125; 39.2431640625
2025-09-15; 06:35:09; 405; 0; 26.2; 996.332890625; 39.3212890625
2025-09-15; 06:36:09; 405; 0; 26.18; 996.329296875; 39.3525390625
2025-09-15; 06:37:09; 408; 1; 26.21; 996.3128125; 39.3095703125
2025-09-15; 06:38:09; 408; 1; 26.2; 996.3889453125; 39.33203125
2025-09-15; 06:39:09; 408; 1; 26.19; 996.325; 39.2861328125
2025-09-15; 06:40:09; 400; 0; 26.2; 996.3048828125; 39.33203125
2025-09-15; 06:41:09; 408; 1; 26.23; 996.344765625; 39.2890625
2025-09-15; 06:42:09; 405; 0; 26.21; 996.2366796875; 39.2880859375
2025-09-15; 06:43:09; 405; 0; 26.21; 996.2646875; 39.2998046875
2025-09-15; 06:44:09; 408; 1; 26.25; 996.32828125; 39.234375
2025-09-15; 06:45:09; 405; 0; 26.21; 996.256796875; 39.33203125
2025-09-15; 06:46:09; 405; 0; 26.2; 996.332890625; 39.3779296875
2025-09-15; 06:47:09; 408; 1; 26.22; 996.2729296875; 39.3330078125
2025-09-15; 06:48:09; 405; 0; 26.21; 996.2848046875; 39.35546875
2025-09-15; 06:49:09; 405; 0; 26.24; 996.3325390625; 39.3134765625
2025-09-15; 06:50:09; 405; 0; 26.24; 996.34046875; 39.2900390625
2025-09-15; 06:51:09; 405; 0; 26.25; 996.3203515625; 39.2568359375
2025-09-15; 06:52:09; 405; 0; 26.23; 996.2405859375; 39.2900390625
2025-09-15; 06:53:10; 405; 0; 26.25; 996.2643359375; 39.267578125
2025-09-15; 06:54:10; 405; 0; 26.25; 996.300234375; 39.2685546875
2025-09-15; 06:55:10; 400; 0; 26.22; 996.2528125; 39.2998046875
2025-09-15; 06:56:10; 400; 0; 26.26; 996.3081640625; 39.26953125
2025-09-15; 06:57:10; 405; 0; 26.25; 996.32828125; 39.24609375
2025-09-15; 06:58:10; 405; 0; 26.24; 996.368515625; 39.279296875
2025-09-15; 06:59:10; 405; 0; 26.26; 996.3440625; 39.2470703125
2025-09-15; 07:00:10; 405; 0; 26.26; 996.3160546875; 39.201171875
2025-09-15; 07:01:10; 405; 0; 26.24; 996.360546875; 39.3017578125
2025-09-15; 07:02:10; 409; 1; 26.22; 996.3009375; 39.322265625
2025-09-15; 07:03:10; 409; 1; 26.23; 996.4087109375; 39.3232421875
2025-09-15; 07:04:10; 405; 0; 26.22; 996.3289453125; 39.3447265625
2025-09-15; 07:05:10; 405; 0; 26.21; 996.4048046875; 39.322265625
2025-09-15; 07:06:10; 405; 0; 26.24; 996.38859375; 39.32421875
2025-09-15; 07:07:10; 405; 0; 26.25; 996.4044140625; 39.267578125
2025-09-15; 07:08:10; 405; 0; 26.25; 996.384296875; 39.2685546875
2025-09-15; 07:09:10; 405; 0; 26.25; 996.4324609375; 39.267578125
2025-09-15; 07:10:10; 405; 0; 26.26; 996.428125; 39.26953125
2025-09-15; 07:11:10; 405; 0; 26.24; 996.4525390625; 39.3017578125
2025-09-15; 07:12:10; 413; 1; 26.24; 996.3965234375; 39.3017578125
2025-09-15; 07:13:10; 405; 0; 26.26; 996.3440625; 39.2236328125
2025-09-15; 07:14:10; 405; 0; 26.26; 996.3922265625; 39.2802734375
2025-09-15; 07:15:10; 409; 1; 26.28; 996.451875; 39.248046875
2025-09-15; 07:16:10; 409; 1; 26.26; 996.372109375; 39.2802734375
2025-09-15; 07:17:10; 405; 0; 26.27; 996.3879296875; 39.224609375
2025-09-15; 07:18:10; 400; 0; 26.25; 996.41234375; 39.302734375
2025-09-15; 07:19:10; 405; 0; 26.26; 996.3922265625; 39.3037109375
2025-09-15; 07:20:10; 405; 0; 26.25; 996.4324609375; 39.3017578125
2025-09-15; 07:21:10; 405; 0; 26.28; 996.5359375; 39.271484375
2025-09-15; 07:22:10; 405; 0; 26.28; 996.451875; 39.248046875
2025-09-15; 07:23:10; 409; 1; 26.29; 996.5240234375; 39.2490234375
2025-09-15; 07:24:10; 405; 0; 26.28; 996.4798828125; 39.248046875
2025-09-15; 07:25:10; 405; 0; 26.29; 996.4758984375; 39.2490234375
2025-09-15; 07:26:10; 400; 0; 26.31; 996.52765625; 39.1826171875
2025-09-15; 07:27:10; 405; 0; 26.28; 996.5079296875; 39.31640625
2025-09-15; 07:28:10; 405; 0; 26.3; 996.5958984375; 39.2158203125
2025-09-15; 07:29:10; 405; 0; 26.29; 996.6440234375; 39.2265625
2025-09-15; 07:30:10; 405; 0; 26.28; 996.591953125; 39.248046875
2025-09-15; 07:31:10; 405; 0; 26.29; 996.4680078125; 39.23828125
2025-09-15; 07:32:10; 405; 0; 26.3; 996.5758203125; 39.2392578125
2025-09-15; 07:33:10; 405; 0; 26.31; 996.61171875; 39.2392578125
2025-09-15; 07:34:11; 405; 0; 26.32; 996.5434765625; 39.18359375
2025-09-15; 07:35:11; 405; 0; 26.33; 996.6153515625; 39.173828125
2025-09-15; 07:36:11; 405; 0; 26.31; 996.703671875; 39.1943359375
2025-09-15; 07:37:11; 405; 0; 26.34; 996.715234375; 39.1630859375
2025-09-15; 07:38:11; 413; 1; 26.45; 996.63796875; 38.900390625
2025-09-15; 07:39:11; 405; 0; 26.49; 996.56140625; 39.017578125
2025-09-15; 07:40:11; 403; 0; 26.53; 996.652734375; 39.111328125
2025-09-15; 07:41:11; 408; 1; 26.65; 996.590859375; 39.111328125
2025-09-15; 07:42:11; 400; 0; 26.79; 996.6288671875; 39.2353515625
2025-09-15; 07:43:11; 409; 1; 26.83; 996.6439453125; 39.5576171875
2025-09-15; 07:44:11; 401; 0; 26.92; 996.63875; 39.39453125
2025-09-15; 07:45:11; 400; 0; 26.99; 996.6734765625; 39.9345703125
2025-09-15; 07:46:11; 400; 0; 27.0; 996.6533203125; 40.1162109375
2025-09-15; 07:47:11; 400; 0; 27.1; 996.66390625; 40.0576171875
2025-09-15; 07:48:11; 407; 1; 27.15; 996.7151953125; 39.8916015625
2025-09-15; 07:49:11; 400; 0; 27.16; 996.6828125; 40.369140625
2025-09-15; 07:50:11; 400; 0; 27.19; 996.6744140625; 40.41796875
2025-09-15; 07:51:11; 400; 0; 27.21; 996.75421875; 40.578125
2025-09-15; 07:52:11; 400; 0; 27.19; 996.8146875; 40.9619140625
2025-09-15; 07:53:11; 400; 0; 27.24; 996.7736328125; 40.830078125
2025-09-15; 07:54:11; 403; 0; 27.24; 996.7175; 41.13671875
2025-09-15; 07:55:11; 400; 0; 27.19; 996.75859375; 41.5859375
2025-09-15; 07:56:11; 400; 0; 27.25; 996.7897265625; 41.3984375
2025-09-15; 07:57:11; 400; 0; 27.21; 996.7901953125; 41.5087890625
2025-09-15; 07:58:11; 405; 0; 27.22; 996.806015625; 41.7587890625
2025-09-15; 07:59:11; 405; 0; 27.25; 996.87390625; 41.63671875
2025-09-15; 08:00:11; 405; 0; 27.25; 996.986171875; 41.5576171875
2025-09-15; 08:01:11; 400; 0; 27.26; 996.95375; 41.626953125
2025-09-15; 08:02:11; 402; 0; 27.27; 996.9616796875; 41.6044921875
2025-09-15; 08:03:11; 406; 0; 27.32; 996.8726171875; 41.3828125
2025-09-15; 08:04:11; 402; 0; 27.32; 996.9287890625; 41.7119140625
2025-09-15; 08:05:11; 400; 0; 27.41; 996.9591015625; 41.5380859375
2025-09-15; 08:06:11; 405; 0; 27.39; 996.84328125; 41.865234375
2025-09-15; 08:07:11; 400; 0; 27.46; 996.8901953125; 41.6328125
2025-09-15; 08:08:11; 400; 0; 27.48; 996.8735546875; 41.9990234375
