Datum; Uhrzeit; eCO2 (ppm); tVOC (ppb); Temperatur (°C); Luftdruck (hpPa); relative Luftfeuchte (%)
2025-05-20; 23:28:30; 400; 0; 25.88; 1000.8458203125; 45.138671875
2025-05-20; 23:28:35; 400; 0; 25.87; 1000.745625; 44.7431640625
2025-05-20; 23:28:40; 400; 0; 25.82; 1000.7780859375; 44.748046875
2025-05-20; 23:28:45; 400; 0; 25.8; 1000.781953125; 44.984375
2025-05-20; 23:28:50; 400; 0; 25.77; 1000.8182421875; 45.5341796875
2025-05-20; 23:28:55; 400; 0; 25.75; 1000.806484375; 45.0810546875
2025-05-20; 23:29:00; 400; 0; 25.73; 1000.858359375; 44.9765625
2025-05-20; 23:29:05; 400; 0; 25.71; 1000.742265625; 45.0419921875
2025-05-20; 23:29:10; 400; 0; 25.68; 1000.83453125; 45.0849609375
2025-05-20; 23:29:15; 400; 0; 25.65; 1000.8304296875; 45.10546875
2025-05-20; 23:29:20; 400; 0; 25.64; 1000.8705078125; 45.138671875
2025-05-20; 23:29:25; 400; 0; 25.59; 1000.7826953125; 45.5615234375
2025-05-20; 23:29:30; 400; 0; 25.5; 1000.81515625; 45.41796875
2025-05-20; 23:29:35; 400; 0; 25.4; 1000.7956640625; 45.8818359375
2025-05-20; 23:29:40; 400; 0; 25.37; 1000.8316015625; 45.935546875
2025-05-20; 23:29:45; 400; 0; 25.36; 1000.7956640625; 48.3369140625
2025-05-20; 23:29:50; 400; 0; 25.35; 1000.835703125; 47.9521484375
2025-05-20; 23:29:55; 400; 0; 25.35; 1000.91171875; 46.755859375
2025-05-20; 23:30:01; 400; 0; 25.35; 1000.8557421875; 46.349609375
2025-05-20; 23:30:06; 400; 0; 25.34; 1000.87578125; 46.19140625
2025-05-20; 23:30:11; 400; 0; 25.35; 1000.8277734375; 46.2705078125
2025-05-20; 23:30:16; 400; 0; 25.34; 1000.8198046875; 46.1689453125
2025-05-20; 23:30:21; 400; 0; 25.34; 1000.87578125; 46.146484375
2025-05-20; 23:30:26; 405; 0; 25.36; 1000.8436328125; 45.966796875
2025-05-20; 23:30:31; 409; 1; 25.29; 1000.7879296875; 47.9228515625
2025-05-20; 23:30:36; 415; 2; 25.29; 1000.87984375; 48.7919921875
2025-05-20; 23:30:41; 409; 1; 25.27; 1000.868046875; 47.3681640625
2025-05-20; 23:30:46; 400; 0; 25.29; 1000.82390625; 47.0888671875
2025-05-20; 23:30:51; 400; 0; 25.29; 1000.87984375; 46.5029296875
2025-05-20; 23:30:56; 400; 0; 25.3; 1000.8318359375; 46.435546875
2025-05-20; 23:31:01; 400; 0; 25.31; 1000.8757421875; 46.60546875
2025-05-20; 23:31:06; 400; 0; 25.3; 1000.91578125; 46.3896484375
2025-05-20; 23:31:11; 400; 0; 25.29; 1000.851875; 46.310546875
2025-05-20; 23:31:16; 400; 0; 25.29; 1000.87984375; 46.208984375
2025-05-20; 23:31:21; 400; 0; 25.3; 1000.811796875; 46.68359375
2025-05-20; 23:31:26; 400; 0; 25.28; 1000.8559765625; 46.3544921875
2025-05-20; 23:31:31; 400; 0; 25.3; 1000.7758984375; 46.220703125
2025-05-20; 23:31:36; 400; 0; 25.32; 1000.8998828125; 46.1669921875
2025-05-20; 23:31:41; 400; 0; 25.34; 1000.8478125; 46.1689453125
2025-05-20; 23:31:46; 400; 0; 25.35; 1000.8916796875; 46.03515625
2025-05-20; 23:31:51; 400; 0; 25.37; 1000.8316015625; 45.96875
2025-05-20; 23:31:56; 400; 0; 25.36; 1000.851640625; 45.9453125
2025-05-20; 23:32:01; 400; 0; 25.35; 1000.91171875; 46.1123046875
2025-05-20; 23:32:06; 400; 0; 25.36; 1000.9276171875; 45.9443359375
2025-05-20; 23:32:11; 400; 0; 25.36; 1000.871640625; 46.0458984375
2025-05-20; 23:32:16; 400; 0; 25.37; 1000.8875390625; 46.025390625
2025-05-20; 23:32:21; 400; 0; 25.37; 1000.8595703125; 46.1376953125
2025-05-20; 23:32:26; 403; 0; 25.35; 1000.9396875; 46.044921875
2025-05-20; 23:32:32; 400; 0; 25.33; 1000.85984375; 45.9541015625
2025-05-20; 23:32:37; 400; 0; 25.32; 1000.9278515625; 46.15625
2025-05-20; 23:32:42; 400; 0; 25.33; 1000.935859375; 46.099609375
2025-05-20; 23:32:47; 403; 0; 25.32; 1000.8998828125; 46.0205078125
2025-05-20; 23:32:52; 400; 0; 25.31; 1000.855703125; 46.03125
2025-05-20; 23:32:57; 400; 0; 25.31; 1000.9037109375; 46.0185546875
2025-05-20; 23:33:02; 400; 0; 25.29; 1000.9278125; 46.05078125
2025-05-20; 23:33:07; 405; 0; 25.26; 1000.9160546875; 46.05859375
2025-05-20; 23:33:12; 400; 0; 25.26; 1000.852109375; 46.0693359375
2025-05-20; 23:33:17; 400; 0; 25.26; 1000.852109375; 46.193359375
2025-05-20; 23:33:22; 400; 0; 25.23; 1000.8959765625; 46.29296875
2025-05-20; 23:33:27; 400; 0; 25.26; 1000.832109375; 46.1943359375
2025-05-20; 23:33:32; 400; 0; 25.25; 1000.8718359375; 46.1708984375
2025-05-20; 23:33:37; 400; 0; 25.21; 1000.856171875; 46.60546875
2025-05-20; 23:33:42; 426; 3; 25.14; 1000.8923046875; 47.9404296875
2025-05-20; 23:33:47; 426; 3; 25.15; 1000.8802734375; 47.1748046875
2025-05-20; 23:33:52; 415; 2; 25.18; 1000.8920703125; 46.5576171875
2025-05-20; 23:33:57; 408; 1; 25.19; 1000.8803125; 46.4345703125
2025-05-20; 23:34:02; 403; 0; 25.19; 1000.90828125; 46.4462890625
2025-05-20; 23:34:07; 407; 1; 25.13; 1000.89640625; 47.3974609375
2025-05-20; 23:34:12; 407; 1; 25.14; 1000.8923046875; 47.21875
2025-05-20; 23:34:17; 403; 0; 25.18; 1000.8920703125; 46.591796875
2025-05-20; 23:34:22; 400; 0; 25.18; 1000.8920703125; 46.400390625
2025-05-20; 23:34:27; 427; 4; 25.19; 1000.90828125; 46.3447265625
2025-05-20; 23:34:32; 427; 4; 25.19; 1000.90828125; 46.3779296875
2025-05-20; 23:34:37; 427; 4; 25.17; 1000.8761328125; 46.3642578125
2025-05-20; 23:34:42; 420; 3; 25.19; 1000.8603125; 46.3779296875
2025-05-20; 23:34:47; 420; 3; 25.18; 1000.8920703125; 46.140625
2025-05-20; 23:34:52; 414; 2; 25.18; 1000.8641015625; 46.33203125
2025-05-20; 23:34:57; 409; 1; 25.19; 1000.8603125; 46.3671875
2025-05-20; 23:35:03; 409; 1; 25.19; 1000.88828125; 46.3779296875
2025-05-20; 23:35:08; 409; 1; 25.2; 1000.8402734375; 46.37890625
2025-05-20; 23:35:13; 406; 0; 25.19; 1000.90828125; 46.322265625
2025-05-20; 23:35:18; 406; 0; 25.2; 1000.8962109375; 46.37890625
2025-05-20; 23:35:23; 406; 0; 25.21; 1000.892109375; 46.4140625
2025-05-20; 23:35:28; 401; 0; 25.22; 1000.844140625; 46.3359375
2025-05-20; 23:35:33; 401; 0; 25.23; 1000.9239453125; 46.4169921875
2025-05-20; 23:35:38; 401; 0; 25.24; 1000.911875; 46.3056640625
2025-05-20; 23:35:43; 400; 0; 25.25; 1000.91984375; 46.396484375
2025-05-20; 23:35:48; 400; 0; 25.26; 1000.9080859375; 46.3515625
2025-05-20; 23:35:53; 400; 0; 25.27; 1000.9519921875; 46.3076171875
2025-05-20; 23:35:58; 403; 0; 25.28; 1000.8359375; 46.3203125
2025-05-20; 23:36:03; 400; 0; 25.29; 1000.9358203125; 46.208984375
2025-05-20; 23:36:08; 400; 0; 25.25; 1000.95578125; 46.2275390625
2025-05-20; 23:36:13; 400; 0; 25.2; 1000.9241796875; 46.5029296875
2025-05-20; 23:36:18; 400; 0; 25.17; 1000.932109375; 46.578125
2025-05-20; 23:36:23; 403; 0; 25.17; 1000.904140625; 46.748046875
2025-05-20; 23:36:28; 400; 0; 25.16; 1000.980078125; 46.5556640625
2025-05-20; 23:36:33; 400; 0; 25.16; 1000.9241015625; 46.5673828125
2025-05-20; 23:36:38; 400; 0; 25.16; 1000.952109375; 46.6240234375
2025-05-20; 23:36:43; 400; 0; 25.19; 1000.91625; 46.5361328125
2025-05-20; 23:36:48; 400; 0; 25.23; 1000.9159765625; 46.451171875
2025-05-20; 23:36:53; 405; 0; 25.23; 1000.9239453125; 47.18359375
2025-05-20; 23:36:58; 400; 0; 25.26; 1000.9360546875; 46.498046875
2025-05-20; 23:37:03; 400; 0; 25.25; 1000.91984375; 46.33984375
2025-05-20; 23:37:08; 400; 0; 25.26; 1000.8601171875; 46.306640625
2025-05-20; 23:37:13; 400; 0; 25.26; 1000.9719921875; 46.2734375
2025-05-20; 23:37:18; 400; 0; 25.27; 1000.931953125; 46.28515625
2025-05-20; 23:37:23; 400; 0; 25.28; 1000.911953125; 46.2412109375
2025-05-20; 23:37:28; 406; 0; 25.29; 1000.9078125; 46.2998046875
2025-05-20; 23:37:33; 406; 0; 25.31; 1000.9676171875; 46.2001953125
2025-05-20; 23:37:39; 400; 0; 25.31; 1000.9396484375; 46.166015625
2025-05-20; 23:37:44; 400; 0; 25.34; 1000.93171875; 46.1689453125
2025-05-20; 23:37:49; 400; 0; 25.34; 1000.9797265625; 46.134765625
2025-05-20; 23:37:54; 403; 0; 25.3; 1000.9237109375; 48.2509765625
2025-05-20; 23:37:59; 409; 1; 25.3; 1000.94375; 47.5068359375
2025-05-20; 23:38:04; 409; 1; 25.27; 1000.931953125; 46.9287109375
2025-05-20; 23:38:09; 403; 0; 25.27; 1000.8759765625; 46.5107421875
2025-05-20; 23:38:14; 400; 0; 25.31; 1000.9676171875; 46.470703125
2025-05-20; 23:38:19; 405; 0; 25.32; 1000.8998828125; 46.34765625
2025-05-20; 23:38:24; 405; 0; 25.34; 1000.95171875; 46.2470703125
2025-05-20; 23:38:29; 400; 0; 25.31; 1000.9316796875; 46.345703125
2025-05-20; 23:38:34; 400; 0; 25.23; 1000.999921875; 46.203125
2025-05-20; 23:38:39; 400; 0; 25.18; 1000.9759765625; 46.5244140625
2025-05-20; 23:38:44; 400; 0; 25.17; 1000.9120703125; 46.5791015625
2025-05-20; 23:38:49; 400; 0; 25.15; 1000.900234375; 46.74609375
2025-05-20; 23:38:54; 407; 1; 25.09; 1000.896328125; 46.8193359375
2025-05-20; 23:38:59; 400; 0; 25.06; 1000.9404296875; 46.828125
2025-05-20; 23:39:04; 407; 1; 25.0; 1000.9202734375; 46.9111328125
2025-05-20; 23:39:09; 400; 0; 24.98; 1000.97203125; 46.908203125
2025-05-20; 23:39:14; 400; 0; 24.89; 1000.9202734375; 47.169921875
2025-05-20; 23:39:19; 400; 0; 24.87; 1000.9444140625; 47.3037109375
2025-05-20; 23:39:24; 402; 0; 24.84; 1000.924296875; 47.3447265625
2025-05-20; 23:39:29; 402; 0; 24.83; 1000.888359375; 47.2314453125
2025-05-20; 23:39:34; 402; 0; 24.86; 1000.95640625; 47.15625
2025-05-20; 23:39:39; 402; 0; 24.86; 1000.8925390625; 47.201171875
2025-05-20; 23:39:44; 402; 0; 24.88; 1000.89640625; 47.2373046875
2025-05-20; 23:39:49; 400; 0; 24.86; 1000.8645703125; 47.3134765625
2025-05-20; 23:39:54; 400; 0; 24.83; 1000.916328125; 47.4912109375
2025-05-20; 23:39:59; 400; 0; 24.88; 1000.8684765625; 47.4619140625
